model,dataset,image_id,image_path,true_label,true_label_name,subtype,pred_label,pred_label_name,confidence,correct
openclip_vit_b_32,natural_gallery,23,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\aircraft-airplane-flying-multi-panel-canvas-wall-art-3-horizontal-medium-gallery-wrap-tiaracle-3_1200x.png,0,airplane,abstract,0,airplane,0.10777142643928528,1
openclip_vit_b_32,natural_gallery,24,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane+collision.png,0,airplane,abstract,2,bird,0.10831698775291443,0
openclip_vit_b_32,natural_gallery,25,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Airplane+V7.png,0,airplane,abstract,0,airplane,0.10691574215888977,1
openclip_vit_b_32,natural_gallery,26,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-abstract-3d-polygonal-wireframe-600nw-2729413101.png,0,airplane,abstract,1,automobile,0.1107451543211937,0
openclip_vit_b_32,natural_gallery,27,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-going-storm-9480297.png,0,airplane,abstract,0,airplane,0.11207488924264908,1
openclip_vit_b_32,natural_gallery,28,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-landing-abstract-art-349415888.png,0,airplane,abstract,0,airplane,0.11567074060440063,1
openclip_vit_b_32,natural_gallery,29,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-wall-art.png,0,airplane,abstract,0,airplane,0.11048335582017899,1
openclip_vit_b_32,natural_gallery,30,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-window-seat-travel-lovers-framed-canvas-wall-art-abstract-airplane-window-art-867450.png,0,airplane,abstract,0,airplane,0.10736743360757828,1
openclip_vit_b_32,natural_gallery,31,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Airplane_20wall_20art_20Propeller_20art_20Plane_c9f4ffbe-f212-4e65-907a-64b988c0b1f0.png,0,airplane,abstract,0,airplane,0.10733294486999512,1
openclip_vit_b_32,natural_gallery,32,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\arturas-braziunas-painting-plane.png,0,airplane,abstract,8,ship,0.10665149986743927,0
openclip_vit_b_32,natural_gallery,33,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\artwork-prints-24x24-paper-beechcraft-king-air-king-of-the-sky-no-1-frank-martin-print-33414098223147.png,0,airplane,abstract,0,airplane,0.10939457267522812,1
openclip_vit_b_32,natural_gallery,34,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\artwork-prints-24x24-paper-the-piper-cub-frank-martin-print-33414099501099.png,0,airplane,abstract,0,airplane,0.11220955848693848,1
openclip_vit_b_32,natural_gallery,35,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\b0851670-7bb7-4eb9-8656-76624ec03264.png,0,airplane,abstract,0,airplane,0.11031081527471542,1
openclip_vit_b_32,natural_gallery,36,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Beechcraft-King-Air-No.-2-sm.png,0,airplane,abstract,0,airplane,0.10952676087617874,1
openclip_vit_b_32,natural_gallery,37,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Boeing-727-No.-3-sm.png,0,airplane,abstract,0,airplane,0.11266230046749115,1
openclip_vit_b_32,natural_gallery,38,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Buildings-and-airplane_-sky-and-building-_5-443941.png,0,airplane,abstract,0,airplane,0.11190922558307648,1
openclip_vit_b_32,natural_gallery,39,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\buy-original-aviation-art-oil-painting-aircraft-artworks-plane-expressionism-artist-modern-david-padworny.png,0,airplane,abstract,0,airplane,0.11230547726154327,1
openclip_vit_b_32,natural_gallery,40,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\CT1221_48_ga_horizontal_hv_200.png,0,airplane,abstract,0,airplane,0.10623336583375931,1
openclip_vit_b_32,natural_gallery,41,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\CT1221_54_ga_horizontal_hv_200.png,0,airplane,abstract,0,airplane,0.10422448068857193,1
openclip_vit_b_32,natural_gallery,42,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\d279d120a08653929cb27600c35b9261.png,0,airplane,abstract,0,airplane,0.11346694082021713,1
openclip_vit_b_32,natural_gallery,43,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (1).png,0,airplane,abstract,7,horse,0.1015462800860405,0
openclip_vit_b_32,natural_gallery,44,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (10).png,0,airplane,abstract,0,airplane,0.10595298558473587,1
openclip_vit_b_32,natural_gallery,45,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (11).png,0,airplane,abstract,0,airplane,0.10754560679197311,1
openclip_vit_b_32,natural_gallery,46,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (12).png,0,airplane,abstract,0,airplane,0.11073792725801468,1
openclip_vit_b_32,natural_gallery,47,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (13).png,0,airplane,abstract,0,airplane,0.11239572614431381,1
openclip_vit_b_32,natural_gallery,48,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (14).png,0,airplane,abstract,0,airplane,0.10684036463499069,1
openclip_vit_b_32,natural_gallery,49,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (15).png,0,airplane,abstract,0,airplane,0.11348006129264832,1
openclip_vit_b_32,natural_gallery,50,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (16).png,0,airplane,abstract,0,airplane,0.11021724343299866,1
openclip_vit_b_32,natural_gallery,51,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (17).png,0,airplane,abstract,0,airplane,0.11285432428121567,1
openclip_vit_b_32,natural_gallery,52,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (18).png,0,airplane,abstract,0,airplane,0.10776732861995697,1
openclip_vit_b_32,natural_gallery,53,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (19).png,0,airplane,abstract,0,airplane,0.10961393266916275,1
openclip_vit_b_32,natural_gallery,54,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (2).png,0,airplane,abstract,7,horse,0.10301777720451355,0
openclip_vit_b_32,natural_gallery,55,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (20).png,0,airplane,abstract,0,airplane,0.10696151107549667,1
openclip_vit_b_32,natural_gallery,56,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (21).png,0,airplane,abstract,0,airplane,0.11522185057401657,1
openclip_vit_b_32,natural_gallery,57,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (22).png,0,airplane,abstract,0,airplane,0.10958366841077805,1
openclip_vit_b_32,natural_gallery,58,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (23).png,0,airplane,abstract,0,airplane,0.10660136491060257,1
openclip_vit_b_32,natural_gallery,59,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (24).png,0,airplane,abstract,0,airplane,0.11259165406227112,1
openclip_vit_b_32,natural_gallery,60,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (25).png,0,airplane,abstract,0,airplane,0.11593550443649292,1
openclip_vit_b_32,natural_gallery,61,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (26).png,0,airplane,abstract,0,airplane,0.11427486687898636,1
openclip_vit_b_32,natural_gallery,62,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (27).png,0,airplane,abstract,0,airplane,0.11149505525827408,1
openclip_vit_b_32,natural_gallery,63,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (28).png,0,airplane,abstract,1,automobile,0.106207937002182,0
openclip_vit_b_32,natural_gallery,64,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (29).png,0,airplane,abstract,0,airplane,0.11581412702798843,1
openclip_vit_b_32,natural_gallery,65,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (3).png,0,airplane,abstract,0,airplane,0.10420849919319153,1
openclip_vit_b_32,natural_gallery,66,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (30).png,0,airplane,abstract,0,airplane,0.11499317735433578,1
openclip_vit_b_32,natural_gallery,67,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (31).png,0,airplane,abstract,0,airplane,0.11531996726989746,1
openclip_vit_b_32,natural_gallery,68,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (32).png,0,airplane,abstract,0,airplane,0.10576549172401428,1
openclip_vit_b_32,natural_gallery,69,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (33).png,0,airplane,abstract,7,horse,0.10296937823295593,0
openclip_vit_b_32,natural_gallery,70,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (34).png,0,airplane,abstract,0,airplane,0.11513900756835938,1
openclip_vit_b_32,natural_gallery,71,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (35).png,0,airplane,abstract,0,airplane,0.10270031541585922,1
openclip_vit_b_32,natural_gallery,72,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (36).png,0,airplane,abstract,0,airplane,0.11514085531234741,1
openclip_vit_b_32,natural_gallery,73,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (37).png,0,airplane,abstract,0,airplane,0.11542437970638275,1
openclip_vit_b_32,natural_gallery,74,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (38).png,0,airplane,abstract,0,airplane,0.11694204062223434,1
openclip_vit_b_32,natural_gallery,75,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (39).png,0,airplane,abstract,0,airplane,0.10961032658815384,1
openclip_vit_b_32,natural_gallery,76,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (4).png,0,airplane,abstract,0,airplane,0.11036957800388336,1
openclip_vit_b_32,natural_gallery,77,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (40).png,0,airplane,abstract,0,airplane,0.11280196160078049,1
openclip_vit_b_32,natural_gallery,78,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (41).png,0,airplane,abstract,0,airplane,0.10385357588529587,1
openclip_vit_b_32,natural_gallery,79,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (42).png,0,airplane,abstract,1,automobile,0.10310845822095871,0
openclip_vit_b_32,natural_gallery,80,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (43).png,0,airplane,abstract,0,airplane,0.10708650946617126,1
openclip_vit_b_32,natural_gallery,81,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (44).png,0,airplane,abstract,0,airplane,0.11237205564975739,1
openclip_vit_b_32,natural_gallery,82,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (45).png,0,airplane,abstract,0,airplane,0.10901980102062225,1
openclip_vit_b_32,natural_gallery,83,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (46).png,0,airplane,abstract,1,automobile,0.10474275052547455,0
openclip_vit_b_32,natural_gallery,84,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (47).png,0,airplane,abstract,2,bird,0.10316987335681915,0
openclip_vit_b_32,natural_gallery,85,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (48).png,0,airplane,abstract,2,bird,0.10562366992235184,0
openclip_vit_b_32,natural_gallery,86,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (49).png,0,airplane,abstract,2,bird,0.10311922430992126,0
openclip_vit_b_32,natural_gallery,87,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (5).png,0,airplane,abstract,0,airplane,0.11184167861938477,1
openclip_vit_b_32,natural_gallery,88,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (50).png,0,airplane,abstract,0,airplane,0.11358185857534409,1
openclip_vit_b_32,natural_gallery,89,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (51).png,0,airplane,abstract,0,airplane,0.11049070209264755,1
openclip_vit_b_32,natural_gallery,90,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (52).png,0,airplane,abstract,0,airplane,0.11636427044868469,1
openclip_vit_b_32,natural_gallery,91,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (53).png,0,airplane,abstract,8,ship,0.1046525090932846,0
openclip_vit_b_32,natural_gallery,92,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (54).png,0,airplane,abstract,0,airplane,0.11025738716125488,1
openclip_vit_b_32,natural_gallery,93,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (55).png,0,airplane,abstract,0,airplane,0.10648428648710251,1
openclip_vit_b_32,natural_gallery,94,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (6).png,0,airplane,abstract,2,bird,0.10854960232973099,0
openclip_vit_b_32,natural_gallery,95,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (7).png,0,airplane,abstract,0,airplane,0.11291856318712234,1
openclip_vit_b_32,natural_gallery,96,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (8).png,0,airplane,abstract,0,airplane,0.1127580851316452,1
openclip_vit_b_32,natural_gallery,97,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (9).png,0,airplane,abstract,0,airplane,0.1092817634344101,1
openclip_vit_b_32,natural_gallery,98,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default.png,0,airplane,abstract,0,airplane,0.11306335031986237,1
openclip_vit_b_32,natural_gallery,99,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Designart-_Airplane-At-Sunset-I_-Transportation-Metal-Wall-Art-Set.png,0,airplane,abstract,0,airplane,0.11219576746225357,1
openclip_vit_b_32,natural_gallery,100,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Fighter-Plane-5web.png,0,airplane,abstract,0,airplane,0.10393396019935608,1
openclip_vit_b_32,natural_gallery,101,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\fine-art-print-non-objective-composition-flight-of-an-airplane-1916-by-olga-rozanova-1171191898.png,0,airplane,abstract,1,automobile,0.1035083681344986,0
openclip_vit_b_32,natural_gallery,102,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\flight-of-airplane-by-rozanova-is-a-painting-from-1916-featuring-an-HYBNTR.png,0,airplane,abstract,8,ship,0.10238189250230789,0
openclip_vit_b_32,natural_gallery,103,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\goncharova-airplane-over-train.png,0,airplane,abstract,8,ship,0.10674014687538147,0
openclip_vit_b_32,natural_gallery,104,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Hero-2-33-_34_b82127fb-9994-4c2e-9958-f29d131a0895.png,0,airplane,abstract,0,airplane,0.11311331391334534,1
openclip_vit_b_32,natural_gallery,105,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_570xN.5962413444_55jl.png,0,airplane,abstract,0,airplane,0.1066274642944336,1
openclip_vit_b_32,natural_gallery,106,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_570xN.7173394390_6skj.png,0,airplane,abstract,0,airplane,0.11107728630304337,1
openclip_vit_b_32,natural_gallery,107,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_fullxfull.3359419063_dsas.png,0,airplane,abstract,0,airplane,0.11554203927516937,1
openclip_vit_b_32,natural_gallery,108,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images (1).png,0,airplane,abstract,0,airplane,0.11105664074420929,1
openclip_vit_b_32,natural_gallery,109,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images (2).png,0,airplane,abstract,0,airplane,0.11329089850187302,1
openclip_vit_b_32,natural_gallery,110,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images.png,0,airplane,abstract,0,airplane,0.10927455127239227,1
openclip_vit_b_32,natural_gallery,111,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Macdonald-Wright-Airplane-Synchromy-wiki.png,0,airplane,abstract,0,airplane,0.10591183602809906,1
openclip_vit_b_32,natural_gallery,112,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Mehar+Abstract+Airplane+Window.png,0,airplane,abstract,1,automobile,0.10189897567033768,0
openclip_vit_b_32,natural_gallery,113,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\mspin_googcolor_medium.png,0,airplane,abstract,2,bird,0.10113482922315598,0
openclip_vit_b_32,natural_gallery,114,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\painting-fly-away-miscellaneous-transportation-air-aircraft-large-open.png,0,airplane,abstract,2,bird,0.10276377946138382,0
openclip_vit_b_32,natural_gallery,115,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\plane-beige-abstract-poster-wall-art.png,0,airplane,abstract,0,airplane,0.1087554395198822,1
openclip_vit_b_32,natural_gallery,116,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\plane-original-abstract-poster-wall-art.png,0,airplane,abstract,0,airplane,0.11042333394289017,1
openclip_vit_b_32,natural_gallery,117,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\pngtree-abstract-airplane-flying-over-a-world-map-a-global-flight-connection-image_16372878.png,0,airplane,abstract,0,airplane,0.11638080328702927,1
openclip_vit_b_32,natural_gallery,118,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\s-l400.png,0,airplane,abstract,0,airplane,0.11112117767333984,1
openclip_vit_b_32,natural_gallery,119,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\sddefault.png,0,airplane,abstract,2,bird,0.10396188497543335,0
openclip_vit_b_32,natural_gallery,120,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\StillLifewithAirplane-1-631.png,0,airplane,abstract,8,ship,0.10427053272724152,0
openclip_vit_b_32,natural_gallery,121,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\vibrant-abstract-painting-airplane-soaring-colorful-sunset-sky-bold-strokes-yellow-orange-blue-create-dynamic-334828246.png,0,airplane,abstract,0,airplane,0.11570068448781967,1
openclip_vit_b_32,natural_gallery,122,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\voyage-airplane-wrapped-canvas-giclee-print-wall-art__16692.1537086719.png,0,airplane,abstract,0,airplane,0.10468970984220505,1
openclip_vit_b_32,natural_gallery,123,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Yellow-Airplane-Abstract-Modern-Canvas-Wall-Art-Print_40a13741-0b67-4498-9fb6-e59a76fe0c38.016db65e7c506299f15d186bb7c67554.png,0,airplane,abstract,0,airplane,0.11378619819879532,1
openclip_vit_b_32,natural_gallery,124,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\1-12099_cartoon-airplane-png-airplane-clipart-transparent-background.png,0,airplane,cartoon,0,airplane,0.11746351420879364,1
openclip_vit_b_32,natural_gallery,125,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\1.png,0,airplane,cartoon,0,airplane,0.11316584050655365,1
openclip_vit_b_32,natural_gallery,126,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\10451685-cartoon-plane.png,0,airplane,cartoon,0,airplane,0.11493095010519028,1
openclip_vit_b_32,natural_gallery,127,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\254-2545928_aircraft-vector-blue-airplane-cartoon-airplane-png.png,0,airplane,cartoon,0,airplane,0.11549662053585052,1
