model,dataset,image_path,true_label,true_label_name,subtype,pred_label,pred_label_name,confidence,correct
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00746.png,0,airplane,cartoon,0,airplane,0.9999997615814209,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00747.png,0,airplane,real,0,airplane,0.8835121989250183,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00748.png,0,airplane,real,0,airplane,0.9999988079071045,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00749.png,0,airplane,real,0,airplane,0.9999997615814209,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00750.png,0,airplane,real,0,airplane,0.9969653487205505,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00751.png,0,airplane,real,0,airplane,0.9999539852142334,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_cartoon_00752.png,0,airplane,cartoon,0,airplane,0.9999998807907104,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00753.png,0,airplane,sketch,8,ship,0.3414324223995209,0
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00754.png,0,airplane,real,0,airplane,0.6123144626617432,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_sketch_00755.png,0,airplane,sketch,0,airplane,0.9997088313102722,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00756.png,0,airplane,abstract,0,airplane,0.9999964237213135,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00757.png,0,airplane,real,0,airplane,0.9999984502792358,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00758.png,0,airplane,abstract,0,airplane,0.976225733757019,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00759.png,0,airplane,real,0,airplane,0.999943733215332,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00760.png,0,airplane,real,0,airplane,0.9998175501823425,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00761.png,0,airplane,real,0,airplane,1.0,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00762.png,0,airplane,real,0,airplane,0.9977437257766724,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00763.png,0,airplane,abstract,0,airplane,0.9999088048934937,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00764.png,0,airplane,real,0,airplane,0.9476746916770935,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_real_00765.png,0,airplane,real,0,airplane,0.9999755620956421,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\airplane\airplane_abstract_00766.png,0,airplane,abstract,0,airplane,0.9982359409332275,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_abstract_00641.png,1,automobile,abstract,1,automobile,0.9999963045120239,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_cartoon_00642.png,1,automobile,cartoon,1,automobile,0.8891890048980713,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_cartoon_00643.png,1,automobile,cartoon,1,automobile,0.9992984533309937,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_cartoon_00644.png,1,automobile,cartoon,1,automobile,0.9999443292617798,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_real_00645.png,1,automobile,real,1,automobile,0.9999997615814209,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_sketch_00646.png,1,automobile,sketch,1,automobile,0.9997186064720154,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_real_00647.png,1,automobile,real,1,automobile,0.9882504940032959,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_real_00648.png,1,automobile,real,1,automobile,0.9997946619987488,1
yolo26n_cls,natural_gallery,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\test\automobile\automobile_abstract_00649.png,1,automobile,abstract,1,automobile,0.9998342990875244,1
