split,image_path,true_label,true_label_name,subtype,source_path
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00030.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (266).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00031.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (120).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_painting_00032.png,0,airplane,painting,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\painting\9a3c86782b6fa0b1f2d5e4d30879801c.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00033.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (253).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00034.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\Airplane-7-2.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00035.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (5).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00036.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (53).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00037.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (23).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00038.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (46).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00039.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\81BdqkhAM2L.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00040.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (32).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00041.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (190).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00042.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\airplane-outline-illustration-digital-coloring-book-page-line-art-drawing-free-vector.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00043.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\Low-Res-Cartoon-Airplane_cartoon-airplane-drawing-tutorial.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00044.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (110).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00045.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (131).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00046.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\airliner-editable-outline-sketch-of-airplane-stock-illustration-outline-drawing-plane-in-a-flat-style-vector.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00047.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (137).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00048.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\default (23).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00049.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (21).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00050.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\default (15).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00051.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (107).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00052.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\images (8).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_painting_00053.png,0,airplane,painting,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\painting\default (25).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00054.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (24).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00055.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (28).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00056.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\pngtree-creative-airplane-cartoon-png-image_9135421.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00057.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\ab7da004aa80f057155b2338011571f4.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00058.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (60).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00059.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\maxresdefault (2).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00060.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (83).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00061.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\cartoon-airplane-line-drawing-icon-600nw-2283275791.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00062.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\default (28).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00063.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (106).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00064.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (247).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00065.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (36).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00066.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (233).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00067.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (100).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00068.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (255).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00069.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\how-to-draw-a-plane-featured-image-1200.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00070.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\5k2l5c8h1u0a1.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00071.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (259).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00072.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\default (14).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00073.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (90).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00074.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (18).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00075.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (17).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00076.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (151).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00077.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (270).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00078.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\maxresdefault (2).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00079.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\vintage-airplane-drawing-detailed-illustration-biplane-354502278.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00080.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (129).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00081.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (290).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00082.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-cartoon-color-set-448177338.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_painting_00083.png,0,airplane,painting,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\painting\lufthansa-plane-juan-bosco.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00084.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (114).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_painting_00085.png,0,airplane,painting,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\painting\default (24).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00086.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\360_F_432713228_rXwAmVEMvqPD2eQDeFpMJWM1iP8olu4T.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00087.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (108).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00088.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\vintage-airplane-drawing-front-view-hand-drawn-sketch-propeller-plane-354506426.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00089.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (222).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00090.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\pngtree-abstract-airplane-flying-over-a-world-map-a-global-flight-connection-image_16372878.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_sketch_00091.png,0,airplane,sketch,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\sketch\airplane-drawing-color.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_cartoon_00092.png,0,airplane,cartoon,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\39c6fbae113ceea17585d6ab52a3669f.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00093.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (194).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00094.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\buy-original-aviation-art-oil-painting-aircraft-artworks-plane-expressionism-artist-modern-david-padworny.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_abstract_00095.png,0,airplane,abstract,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\958709-HSC00001-7.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00096.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (273).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_painting_00097.png,0,airplane,painting,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\painting\stock-photo-flight-on-airplane-or-plane-sky-after-sunset-trip-on-vacations-watercolor-painting-acrylic-2166461923.png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00098.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (305).png
train,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\natural_abstraction\yolo_cls_dataset\train\airplane\airplane_real_00099.png,0,airplane,real,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\real\airplane (182).png
