model,dataset,image_id,image_path,true_label,true_label_name,subtype,pred_label,pred_label_name,confidence
efficientnet_v2_s,natural_gallery,26,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-abstract-3d-polygonal-wireframe-600nw-2729413101.png,0,airplane,abstract,34,leatherback turtle,0.34005820751190186
efficientnet_v2_s,natural_gallery,27,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-going-storm-9480297.png,0,airplane,abstract,895,warplane,0.29488274455070496
efficientnet_v2_s,natural_gallery,28,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-landing-abstract-art-349415888.png,0,airplane,abstract,404,airliner,0.4619162678718567
efficientnet_v2_s,natural_gallery,29,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-wall-art.png,0,airplane,abstract,744,projectile,0.28052765130996704
efficientnet_v2_s,natural_gallery,30,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-window-seat-travel-lovers-framed-canvas-wall-art-abstract-airplane-window-art-867450.png,0,airplane,abstract,598,home theater,0.1956939846277237
efficientnet_v2_s,natural_gallery,31,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Airplane_20wall_20art_20Propeller_20art_20Plane_c9f4ffbe-f212-4e65-907a-64b988c0b1f0.png,0,airplane,abstract,831,studio couch,0.5732865333557129
efficientnet_v2_s,natural_gallery,32,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\arturas-braziunas-painting-plane.png,0,airplane,abstract,700,paper towel,0.23280635476112366
efficientnet_v2_s,natural_gallery,33,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\artwork-prints-24x24-paper-beechcraft-king-air-king-of-the-sky-no-1-frank-martin-print-33414098223147.png,0,airplane,abstract,895,warplane,0.7523898482322693
efficientnet_v2_s,natural_gallery,34,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\artwork-prints-24x24-paper-the-piper-cub-frank-martin-print-33414099501099.png,0,airplane,abstract,908,wing,0.6544450521469116
efficientnet_v2_s,natural_gallery,35,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\b0851670-7bb7-4eb9-8656-76624ec03264.png,0,airplane,abstract,749,quill,0.2084309458732605
efficientnet_v2_s,natural_gallery,36,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Beechcraft-King-Air-No.-2-sm.png,0,airplane,abstract,895,warplane,0.7596142292022705
efficientnet_v2_s,natural_gallery,37,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Boeing-727-No.-3-sm.png,0,airplane,abstract,696,paintbrush,0.18573950231075287
efficientnet_v2_s,natural_gallery,38,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Buildings-and-airplane_-sky-and-building-_5-443941.png,0,airplane,abstract,831,studio couch,0.519288957118988
efficientnet_v2_s,natural_gallery,39,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\buy-original-aviation-art-oil-painting-aircraft-artworks-plane-expressionism-artist-modern-david-padworny.png,0,airplane,abstract,913,wreck,0.34306949377059937
efficientnet_v2_s,natural_gallery,40,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\CT1221_48_ga_horizontal_hv_200.png,0,airplane,abstract,831,studio couch,0.6900768876075745
efficientnet_v2_s,natural_gallery,41,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\CT1221_54_ga_horizontal_hv_200.png,0,airplane,abstract,831,studio couch,0.6968845725059509
efficientnet_v2_s,natural_gallery,42,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\d279d120a08653929cb27600c35b9261.png,0,airplane,abstract,772,safety pin,0.2239244133234024
efficientnet_v2_s,natural_gallery,43,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (1).png,0,airplane,abstract,456,bow,0.11055928468704224
efficientnet_v2_s,natural_gallery,44,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (10).png,0,airplane,abstract,556,fire screen,0.25917288661003113
efficientnet_v2_s,natural_gallery,45,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (11).png,0,airplane,abstract,851,television,0.5101826786994934
efficientnet_v2_s,natural_gallery,46,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (12).png,0,airplane,abstract,556,fire screen,0.2528058588504791
efficientnet_v2_s,natural_gallery,47,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (13).png,0,airplane,abstract,895,warplane,0.557145893573761
efficientnet_v2_s,natural_gallery,48,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (14).png,0,airplane,abstract,549,envelope,0.21914562582969666
efficientnet_v2_s,natural_gallery,49,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (15).png,0,airplane,abstract,772,safety pin,0.34201428294181824
efficientnet_v2_s,natural_gallery,50,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (16).png,0,airplane,abstract,895,warplane,0.6853446960449219
efficientnet_v2_s,natural_gallery,51,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (17).png,0,airplane,abstract,851,television,0.5719612836837769
efficientnet_v2_s,natural_gallery,52,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (18).png,0,airplane,abstract,831,studio couch,0.6112975478172302
efficientnet_v2_s,natural_gallery,53,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (19).png,0,airplane,abstract,667,mortarboard,0.19967477023601532
efficientnet_v2_s,natural_gallery,54,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (2).png,0,airplane,abstract,996,hen-of-the-woods,0.3869273066520691
efficientnet_v2_s,natural_gallery,55,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (20).png,0,airplane,abstract,598,home theater,0.3282659649848938
efficientnet_v2_s,natural_gallery,56,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (21).png,0,airplane,abstract,404,airliner,0.19276146590709686
efficientnet_v2_s,natural_gallery,57,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (22).png,0,airplane,abstract,812,space shuttle,0.4614739418029785
efficientnet_v2_s,natural_gallery,58,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (23).png,0,airplane,abstract,831,studio couch,0.8222199082374573
efficientnet_v2_s,natural_gallery,59,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (24).png,0,airplane,abstract,404,airliner,0.6673798561096191
efficientnet_v2_s,natural_gallery,60,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (25).png,0,airplane,abstract,404,airliner,0.36585745215415955
efficientnet_v2_s,natural_gallery,61,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (26).png,0,airplane,abstract,908,wing,0.5848468542098999
efficientnet_v2_s,natural_gallery,62,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (27).png,0,airplane,abstract,859,toaster,0.35149839520454407
efficientnet_v2_s,natural_gallery,63,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (28).png,0,airplane,abstract,913,wreck,0.22073225677013397
efficientnet_v2_s,natural_gallery,64,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (29).png,0,airplane,abstract,404,airliner,0.7162989377975464
efficientnet_v2_s,natural_gallery,65,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (3).png,0,airplane,abstract,851,television,0.32796812057495117
efficientnet_v2_s,natural_gallery,66,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (30).png,0,airplane,abstract,404,airliner,0.7573573589324951
efficientnet_v2_s,natural_gallery,67,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (31).png,0,airplane,abstract,404,airliner,0.5269505977630615
efficientnet_v2_s,natural_gallery,68,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (32).png,0,airplane,abstract,723,pinwheel,0.1636384129524231
efficientnet_v2_s,natural_gallery,69,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (33).png,0,airplane,abstract,996,hen-of-the-woods,0.4268043339252472
efficientnet_v2_s,natural_gallery,70,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (34).png,0,airplane,abstract,723,pinwheel,0.68229079246521
efficientnet_v2_s,natural_gallery,71,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (35).png,0,airplane,abstract,831,studio couch,0.7376592755317688
efficientnet_v2_s,natural_gallery,72,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (36).png,0,airplane,abstract,404,airliner,0.8053026795387268
efficientnet_v2_s,natural_gallery,73,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (37).png,0,airplane,abstract,404,airliner,0.728831946849823
efficientnet_v2_s,natural_gallery,74,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (38).png,0,airplane,abstract,404,airliner,0.2644641399383545
efficientnet_v2_s,natural_gallery,75,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (39).png,0,airplane,abstract,744,projectile,0.29916489124298096
efficientnet_v2_s,natural_gallery,76,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (4).png,0,airplane,abstract,446,binder,0.3643934428691864
efficientnet_v2_s,natural_gallery,77,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (40).png,0,airplane,abstract,895,warplane,0.1485932618379593
efficientnet_v2_s,natural_gallery,78,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (41).png,0,airplane,abstract,921,book jacket,0.11684933304786682
efficientnet_v2_s,natural_gallery,79,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (42).png,0,airplane,abstract,836,sunglass,0.07980046421289444
efficientnet_v2_s,natural_gallery,80,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (43).png,0,airplane,abstract,111,nematode,0.6882659196853638
efficientnet_v2_s,natural_gallery,81,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (44).png,0,airplane,abstract,831,studio couch,0.5523044466972351
efficientnet_v2_s,natural_gallery,82,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (45).png,0,airplane,abstract,749,quill,0.39929309487342834
efficientnet_v2_s,natural_gallery,83,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (46).png,0,airplane,abstract,812,space shuttle,0.3613569438457489
efficientnet_v2_s,natural_gallery,84,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (47).png,0,airplane,abstract,892,wall clock,0.18206243216991425
efficientnet_v2_s,natural_gallery,85,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (48).png,0,airplane,abstract,851,television,0.20523987710475922
efficientnet_v2_s,natural_gallery,86,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (49).png,0,airplane,abstract,446,binder,0.054194286465644836
efficientnet_v2_s,natural_gallery,87,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (5).png,0,airplane,abstract,517,crane,0.0868297666311264
efficientnet_v2_s,natural_gallery,88,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (50).png,0,airplane,abstract,625,lifeboat,0.11148342490196228
efficientnet_v2_s,natural_gallery,89,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (51).png,0,airplane,abstract,549,envelope,0.17328251898288727
efficientnet_v2_s,natural_gallery,90,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (52).png,0,airplane,abstract,836,sunglass,0.056658536195755005
efficientnet_v2_s,natural_gallery,91,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (53).png,0,airplane,abstract,813,spatula,0.2971695065498352
efficientnet_v2_s,natural_gallery,92,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (54).png,0,airplane,abstract,917,comic book,0.5951871275901794
efficientnet_v2_s,natural_gallery,93,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (55).png,0,airplane,abstract,782,screen,0.5523403882980347
efficientnet_v2_s,natural_gallery,94,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (6).png,0,airplane,abstract,892,wall clock,0.2719290852546692
efficientnet_v2_s,natural_gallery,95,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (7).png,0,airplane,abstract,851,television,0.2781085669994354
efficientnet_v2_s,natural_gallery,96,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (8).png,0,airplane,abstract,702,parallel bars,0.219883531332016
efficientnet_v2_s,natural_gallery,97,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (9).png,0,airplane,abstract,831,studio couch,0.29686135053634644
efficientnet_v2_s,natural_gallery,98,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default.png,0,airplane,abstract,831,studio couch,0.6825659871101379
efficientnet_v2_s,natural_gallery,99,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Designart-_Airplane-At-Sunset-I_-Transportation-Metal-Wall-Art-Set.png,0,airplane,abstract,846,table lamp,0.337980717420578
efficientnet_v2_s,natural_gallery,100,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Fighter-Plane-5web.png,0,airplane,abstract,749,quill,0.25702357292175293
efficientnet_v2_s,natural_gallery,101,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\fine-art-print-non-objective-composition-flight-of-an-airplane-1916-by-olga-rozanova-1171191898.png,0,airplane,abstract,921,book jacket,0.7158122658729553
efficientnet_v2_s,natural_gallery,102,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\flight-of-airplane-by-rozanova-is-a-painting-from-1916-featuring-an-HYBNTR.png,0,airplane,abstract,892,wall clock,0.4835696220397949
efficientnet_v2_s,natural_gallery,103,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\goncharova-airplane-over-train.png,0,airplane,abstract,856,thresher,0.08161401748657227
efficientnet_v2_s,natural_gallery,104,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Hero-2-33-_34_b82127fb-9994-4c2e-9958-f29d131a0895.png,0,airplane,abstract,831,studio couch,0.4411737322807312
efficientnet_v2_s,natural_gallery,105,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_570xN.5962413444_55jl.png,0,airplane,abstract,831,studio couch,0.7265812754631042
efficientnet_v2_s,natural_gallery,106,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_570xN.7173394390_6skj.png,0,airplane,abstract,557,flagpole,0.17929966747760773
efficientnet_v2_s,natural_gallery,107,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_fullxfull.3359419063_dsas.png,0,airplane,abstract,895,warplane,0.1908484250307083
efficientnet_v2_s,natural_gallery,108,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images (1).png,0,airplane,abstract,782,screen,0.19871141016483307
efficientnet_v2_s,natural_gallery,109,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images (2).png,0,airplane,abstract,856,thresher,0.36656129360198975
efficientnet_v2_s,natural_gallery,110,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images.png,0,airplane,abstract,1,goldfish,0.18603993952274323
efficientnet_v2_s,natural_gallery,111,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Macdonald-Wright-Airplane-Synchromy-wiki.png,0,airplane,abstract,696,paintbrush,0.3415031433105469
efficientnet_v2_s,natural_gallery,112,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Mehar+Abstract+Airplane+Window.png,0,airplane,abstract,611,jigsaw puzzle,0.4442380666732788
efficientnet_v2_s,natural_gallery,113,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\mspin_googcolor_medium.png,0,airplane,abstract,644,matchstick,0.034058667719364166
efficientnet_v2_s,natural_gallery,114,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\painting-fly-away-miscellaneous-transportation-air-aircraft-large-open.png,0,airplane,abstract,696,paintbrush,0.41157522797584534
efficientnet_v2_s,natural_gallery,115,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\plane-beige-abstract-poster-wall-art.png,0,airplane,abstract,549,envelope,0.08855248987674713
efficientnet_v2_s,natural_gallery,116,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\plane-original-abstract-poster-wall-art.png,0,airplane,abstract,892,wall clock,0.17463351786136627
efficientnet_v2_s,natural_gallery,117,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\pngtree-abstract-airplane-flying-over-a-world-map-a-global-flight-connection-image_16372878.png,0,airplane,abstract,812,space shuttle,0.07082979381084442
efficientnet_v2_s,natural_gallery,118,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\s-l400.png,0,airplane,abstract,831,studio couch,0.6599050164222717
efficientnet_v2_s,natural_gallery,119,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\sddefault.png,0,airplane,abstract,764,rifle,0.13322649896144867
efficientnet_v2_s,natural_gallery,120,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\StillLifewithAirplane-1-631.png,0,airplane,abstract,879,umbrella,0.15427717566490173
efficientnet_v2_s,natural_gallery,121,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\vibrant-abstract-painting-airplane-soaring-colorful-sunset-sky-bold-strokes-yellow-orange-blue-create-dynamic-334828246.png,0,airplane,abstract,908,wing,0.12195390462875366
efficientnet_v2_s,natural_gallery,122,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\voyage-airplane-wrapped-canvas-giclee-print-wall-art__16692.1537086719.png,0,airplane,abstract,895,warplane,0.25853604078292847
efficientnet_v2_s,natural_gallery,123,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Yellow-Airplane-Abstract-Modern-Canvas-Wall-Art-Print_40a13741-0b67-4498-9fb6-e59a76fe0c38.016db65e7c506299f15d186bb7c67554.png,0,airplane,abstract,446,binder,0.13708525896072388
efficientnet_v2_s,natural_gallery,124,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\1-12099_cartoon-airplane-png-airplane-clipart-transparent-background.png,0,airplane,cartoon,404,airliner,0.736028790473938
efficientnet_v2_s,natural_gallery,125,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\1.png,0,airplane,cartoon,895,warplane,0.09309684485197067
efficientnet_v2_s,natural_gallery,126,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\10451685-cartoon-plane.png,0,airplane,cartoon,606,iron,0.16823624074459076
efficientnet_v2_s,natural_gallery,127,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\254-2545928_aircraft-vector-blue-airplane-cartoon-airplane-png.png,0,airplane,cartoon,404,airliner,0.7662408351898193
efficientnet_v2_s,natural_gallery,128,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\2da6f2b955f560bd77ef0a0c544cb641.png,0,airplane,cartoon,836,sunglass,0.13753023743629456
