image_id,image_path,true_label,true_label_name,subtype,cosine_similarity_to_cifar_prototype,drift_from_cifar_prototype
16,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\958709-HSC00001-7.png,0,airplane,abstract,0.15120068192481995,0.84879931807518
17,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\ab7da004aa80f057155b2338011571f4.png,0,airplane,abstract,0.34752270579338074,0.6524772942066193
18,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\abstract-airplane-transportation-background-illustration-free-vector.png,0,airplane,abstract,0.3626970052719116,0.6373029947280884
19,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\abstract-airplane-watercolor-art-vector-4600974.png,0,airplane,abstract,0.21503403782844543,0.7849659621715546
20,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\abstract-colorful-beautiful-high-angle-view-from-the-capitals-aircraft-on-watercolor-illustration-painting-background-2A0PD4H.png,0,airplane,abstract,0.26400458812713623,0.7359954118728638
21,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\abstract-cubist-airplanes_u-l-q1k1nln0.png,0,airplane,abstract,0.3026123642921448,0.6973876357078552
22,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\aerobatic-aircraft-multi-panel-canvas-wall-art-2-347511.png,0,airplane,abstract,0.3386823534965515,0.6613176465034485
23,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\aircraft-airplane-flying-multi-panel-canvas-wall-art-3-horizontal-medium-gallery-wrap-tiaracle-3_1200x.png,0,airplane,abstract,0.29757773876190186,0.7024222612380981
24,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane+collision.png,0,airplane,abstract,0.30818071961402893,0.6918192803859711
25,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Airplane+V7.png,0,airplane,abstract,0.3309077322483063,0.6690922677516937
26,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-abstract-3d-polygonal-wireframe-600nw-2729413101.png,0,airplane,abstract,0.17513620853424072,0.8248637914657593
27,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-going-storm-9480297.png,0,airplane,abstract,0.5331025123596191,0.46689748764038086
28,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-landing-abstract-art-349415888.png,0,airplane,abstract,0.2920607328414917,0.7079392671585083
29,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-wall-art.png,0,airplane,abstract,0.22177617251873016,0.7782238274812698
30,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\airplane-window-seat-travel-lovers-framed-canvas-wall-art-abstract-airplane-window-art-867450.png,0,airplane,abstract,-0.002316787838935852,1.0023167878389359
31,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Airplane_20wall_20art_20Propeller_20art_20Plane_c9f4ffbe-f212-4e65-907a-64b988c0b1f0.png,0,airplane,abstract,0.3632116913795471,0.6367883086204529
32,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\arturas-braziunas-painting-plane.png,0,airplane,abstract,0.18016454577445984,0.8198354542255402
33,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\artwork-prints-24x24-paper-beechcraft-king-air-king-of-the-sky-no-1-frank-martin-print-33414098223147.png,0,airplane,abstract,0.35623639822006226,0.6437636017799377
34,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\artwork-prints-24x24-paper-the-piper-cub-frank-martin-print-33414099501099.png,0,airplane,abstract,0.4578467011451721,0.5421532988548279
35,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\b0851670-7bb7-4eb9-8656-76624ec03264.png,0,airplane,abstract,0.11752505600452423,0.8824749439954758
36,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Beechcraft-King-Air-No.-2-sm.png,0,airplane,abstract,0.4187967777252197,0.5812032222747803
37,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Boeing-727-No.-3-sm.png,0,airplane,abstract,0.3379119038581848,0.6620880961418152
38,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Buildings-and-airplane_-sky-and-building-_5-443941.png,0,airplane,abstract,0.25955110788345337,0.7404488921165466
39,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\buy-original-aviation-art-oil-painting-aircraft-artworks-plane-expressionism-artist-modern-david-padworny.png,0,airplane,abstract,0.4220673739910126,0.5779326260089874
40,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\CT1221_48_ga_horizontal_hv_200.png,0,airplane,abstract,0.18771427869796753,0.8122857213020325
41,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\CT1221_54_ga_horizontal_hv_200.png,0,airplane,abstract,0.36111459136009216,0.6388854086399078
42,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\d279d120a08653929cb27600c35b9261.png,0,airplane,abstract,0.4370124340057373,0.5629875659942627
43,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (1).png,0,airplane,abstract,0.20331448316574097,0.796685516834259
44,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (10).png,0,airplane,abstract,0.3360580801963806,0.6639419198036194
45,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (11).png,0,airplane,abstract,0.20862022042274475,0.7913797795772552
46,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (12).png,0,airplane,abstract,0.2908620238304138,0.7091379761695862
47,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (13).png,0,airplane,abstract,0.274706095457077,0.725293904542923
48,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (14).png,0,airplane,abstract,0.214333638548851,0.785666361451149
49,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (15).png,0,airplane,abstract,0.4360918402671814,0.5639081597328186
50,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (16).png,0,airplane,abstract,0.33356159925460815,0.6664384007453918
51,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (17).png,0,airplane,abstract,0.48572081327438354,0.5142791867256165
52,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (18).png,0,airplane,abstract,0.36904239654541016,0.6309576034545898
53,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (19).png,0,airplane,abstract,0.3222218155860901,0.6777781844139099
54,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (2).png,0,airplane,abstract,0.0647817999124527,0.9352182000875473
55,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (20).png,0,airplane,abstract,0.0013816319406032562,0.9986183680593967
56,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (21).png,0,airplane,abstract,0.4970267713069916,0.5029732286930084
57,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (22).png,0,airplane,abstract,0.41473132371902466,0.5852686762809753
58,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (23).png,0,airplane,abstract,0.3592749238014221,0.6407250761985779
59,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (24).png,0,airplane,abstract,0.3056190609931946,0.6943809390068054
60,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (25).png,0,airplane,abstract,0.38372644782066345,0.6162735521793365
61,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (26).png,0,airplane,abstract,0.2626710832118988,0.7373289167881012
62,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (27).png,0,airplane,abstract,0.21996057033538818,0.7800394296646118
63,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (28).png,0,airplane,abstract,0.14804181456565857,0.8519581854343414
64,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (29).png,0,airplane,abstract,0.31741946935653687,0.6825805306434631
65,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (3).png,0,airplane,abstract,0.188088521361351,0.811911478638649
66,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (30).png,0,airplane,abstract,0.35977619886398315,0.6402238011360168
67,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (31).png,0,airplane,abstract,0.340960830450058,0.659039169549942
68,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (32).png,0,airplane,abstract,0.2880559265613556,0.7119440734386444
69,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (33).png,0,airplane,abstract,0.11239564418792725,0.8876043558120728
70,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (34).png,0,airplane,abstract,0.430157870054245,0.569842129945755
71,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (35).png,0,airplane,abstract,0.3523385524749756,0.6476614475250244
72,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (36).png,0,airplane,abstract,0.2830217182636261,0.7169782817363739
73,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (37).png,0,airplane,abstract,0.2877519130706787,0.7122480869293213
74,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (38).png,0,airplane,abstract,0.4998295307159424,0.5001704692840576
75,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (39).png,0,airplane,abstract,0.39036819338798523,0.6096318066120148
76,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (4).png,0,airplane,abstract,0.3945167064666748,0.6054832935333252
77,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (40).png,0,airplane,abstract,0.5658879280090332,0.4341120719909668
78,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (41).png,0,airplane,abstract,0.34493643045425415,0.6550635695457458
79,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (42).png,0,airplane,abstract,0.09089522063732147,0.9091047793626785
80,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (43).png,0,airplane,abstract,0.21090707182884216,0.7890929281711578
81,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (44).png,0,airplane,abstract,0.31614619493484497,0.683853805065155
82,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (45).png,0,airplane,abstract,0.1537460833787918,0.8462539166212082
83,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (46).png,0,airplane,abstract,0.38933685421943665,0.6106631457805634
84,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (47).png,0,airplane,abstract,0.12379969656467438,0.8762003034353256
85,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (48).png,0,airplane,abstract,0.293819785118103,0.706180214881897
86,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (49).png,0,airplane,abstract,0.07719844579696655,0.9228015542030334
87,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (5).png,0,airplane,abstract,0.47098004817962646,0.5290199518203735
88,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (50).png,0,airplane,abstract,0.4968096613883972,0.5031903386116028
89,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (51).png,0,airplane,abstract,0.3570581078529358,0.6429418921470642
90,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (52).png,0,airplane,abstract,0.377993643283844,0.622006356716156
91,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (53).png,0,airplane,abstract,0.18599241971969604,0.814007580280304
92,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (54).png,0,airplane,abstract,0.44637730717658997,0.55362269282341
93,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (55).png,0,airplane,abstract,0.49610596895217896,0.503894031047821
94,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (6).png,0,airplane,abstract,0.2743030786514282,0.7256969213485718
95,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (7).png,0,airplane,abstract,0.39275285601615906,0.6072471439838409
96,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (8).png,0,airplane,abstract,0.4187200963497162,0.5812799036502838
97,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default (9).png,0,airplane,abstract,0.41998937726020813,0.5800106227397919
98,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\default.png,0,airplane,abstract,0.3187136650085449,0.6812863349914551
99,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Designart-_Airplane-At-Sunset-I_-Transportation-Metal-Wall-Art-Set.png,0,airplane,abstract,0.2849982976913452,0.7150017023086548
100,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Fighter-Plane-5web.png,0,airplane,abstract,0.1585623323917389,0.8414376676082611
101,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\fine-art-print-non-objective-composition-flight-of-an-airplane-1916-by-olga-rozanova-1171191898.png,0,airplane,abstract,0.10007546842098236,0.8999245315790176
102,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\flight-of-airplane-by-rozanova-is-a-painting-from-1916-featuring-an-HYBNTR.png,0,airplane,abstract,0.12915371358394623,0.8708462864160538
103,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\goncharova-airplane-over-train.png,0,airplane,abstract,0.16229449212551117,0.8377055078744888
104,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Hero-2-33-_34_b82127fb-9994-4c2e-9958-f29d131a0895.png,0,airplane,abstract,0.28725260496139526,0.7127473950386047
105,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_570xN.5962413444_55jl.png,0,airplane,abstract,0.35569584369659424,0.6443041563034058
106,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_570xN.7173394390_6skj.png,0,airplane,abstract,0.4016101658344269,0.5983898341655731
107,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\il_fullxfull.3359419063_dsas.png,0,airplane,abstract,0.5164043307304382,0.48359566926956177
108,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images (1).png,0,airplane,abstract,0.5403976440429688,0.45960235595703125
109,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images (2).png,0,airplane,abstract,0.49748748540878296,0.502512514591217
110,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\images.png,0,airplane,abstract,0.24922412633895874,0.7507758736610413
111,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Macdonald-Wright-Airplane-Synchromy-wiki.png,0,airplane,abstract,0.20571547746658325,0.7942845225334167
112,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Mehar+Abstract+Airplane+Window.png,0,airplane,abstract,0.07295730710029602,0.927042692899704
113,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\mspin_googcolor_medium.png,0,airplane,abstract,0.12269037961959839,0.8773096203804016
114,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\painting-fly-away-miscellaneous-transportation-air-aircraft-large-open.png,0,airplane,abstract,0.13415798544883728,0.8658420145511627
115,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\plane-beige-abstract-poster-wall-art.png,0,airplane,abstract,0.23977398872375488,0.7602260112762451
116,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\plane-original-abstract-poster-wall-art.png,0,airplane,abstract,0.355696439743042,0.644303560256958
117,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\pngtree-abstract-airplane-flying-over-a-world-map-a-global-flight-connection-image_16372878.png,0,airplane,abstract,0.32074153423309326,0.6792584657669067
118,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\s-l400.png,0,airplane,abstract,0.3073735237121582,0.6926264762878418
119,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\sddefault.png,0,airplane,abstract,0.27860307693481445,0.7213969230651855
120,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\StillLifewithAirplane-1-631.png,0,airplane,abstract,0.2545355558395386,0.7454644441604614
121,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\vibrant-abstract-painting-airplane-soaring-colorful-sunset-sky-bold-strokes-yellow-orange-blue-create-dynamic-334828246.png,0,airplane,abstract,0.3258333206176758,0.6741666793823242
122,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\voyage-airplane-wrapped-canvas-giclee-print-wall-art__16692.1537086719.png,0,airplane,abstract,0.3908388316631317,0.6091611683368683
123,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\abstract\Yellow-Airplane-Abstract-Modern-Canvas-Wall-Art-Print_40a13741-0b67-4498-9fb6-e59a76fe0c38.016db65e7c506299f15d186bb7c67554.png,0,airplane,abstract,0.3738345801830292,0.6261654198169708
124,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\1-12099_cartoon-airplane-png-airplane-clipart-transparent-background.png,0,airplane,cartoon,0.28936606645584106,0.7106339335441589
125,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\1.png,0,airplane,cartoon,0.3506367802619934,0.6493632197380066
126,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\10451685-cartoon-plane.png,0,airplane,cartoon,0.18832457065582275,0.8116754293441772
127,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\254-2545928_aircraft-vector-blue-airplane-cartoon-airplane-png.png,0,airplane,cartoon,0.32198452949523926,0.6780154705047607
128,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\2da6f2b955f560bd77ef0a0c544cb641.png,0,airplane,cartoon,0.2920886278152466,0.7079113721847534
129,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\310-3100668_airplane-cartoon-picture-plane-clipart-transparent-background (1).png,0,airplane,cartoon,0.32996004819869995,0.6700399518013
130,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\310-3100668_airplane-cartoon-picture-plane-clipart-transparent-background.png,0,airplane,cartoon,0.36626964807510376,0.6337303519248962
131,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\360_F_166738819_Uc0bCP56IPAwC4W1hAugRSZcpFNajLL3.png,0,airplane,cartoon,0.3824162483215332,0.6175837516784668
132,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\360_F_190349364_V4JXTr3j1oZOtsUmHH0t0ck4rSdIFYOb.png,0,airplane,cartoon,0.4555211663246155,0.5444788336753845
133,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\360_F_71574422_YS6S1xN8qaCTgv35ap06UeR0Ak2Kiga7.png,0,airplane,cartoon,0.3024390935897827,0.6975609064102173
134,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\360_F_843136182_RlLBAg7uIx6vfRDAae521WgGB5CG5yOk.png,0,airplane,cartoon,0.3436948359012604,0.6563051640987396
135,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\360_F_918099525_3PLflSx80RYv9xCT7IS3QCIy0eGeHGep.png,0,airplane,cartoon,0.3015991449356079,0.6984008550643921
136,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\39c6fbae113ceea17585d6ab52a3669f.png,0,airplane,cartoon,0.3282020688056946,0.6717979311943054
137,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\40cbbf0d9f65a3ccbb3241d47ff53ad4.png,0,airplane,cartoon,0.34405332803726196,0.655946671962738
138,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\6-5.png,0,airplane,cartoon,0.4396543502807617,0.5603456497192383
139,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\61449300-happy-plane-cartoon.png,0,airplane,cartoon,0.21366453170776367,0.7863354682922363
140,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\a-pink-airplane-on-a-black-background-png.png,0,airplane,cartoon,0.30242639780044556,0.6975736021995544
141,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\a_08.png,0,airplane,cartoon,0.3261042833328247,0.6738957166671753
142,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-aircraft-cartoon-icon-vector-cartoon-flying-in-the-plane-png.png,0,airplane,cartoon,0.29667529463768005,0.70332470536232
143,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-blue-plane-icon-cartoon-vector-37521576.png,0,airplane,cartoon,0.41210195422172546,0.5878980457782745
144,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-cartoon--plane-drawing-clipart.png,0,airplane,cartoon,0.27710849046707153,0.7228915095329285
145,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-cartoon-5333775_1280.png,0,airplane,cartoon,0.45269614458084106,0.5473038554191589
146,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-cartoon-an-illustration-of-a-fun-airplane-cartoon-2BWYK5B.png,0,airplane,cartoon,0.2527316212654114,0.7472683787345886
147,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-cartoon-color-set-448177338.png,0,airplane,cartoon,0.3449167013168335,0.6550832986831665
148,C:\Users\Melvi\Downloads\research_seminar\vision_abstraction_project\filtered\airplane\cartoon\airplane-cartoon-illustrative-design-vector.png,0,airplane,cartoon,0.31842970848083496,0.681570291519165
